ANO4,TRIMESTRE,AGLOMERADO_NOMBRE,CH04,CH06,NIVEL_ED,PP04B_COD,PP04D_COD,P21,P21_REAL_IMPUTADO
2017,1,Neuquen-Plottier,2,49,3,8401.0,48333.0,-9.0,1360849.6384790828
2017,1,Neuquen-Plottier,1,28,5,900.0,80313.0,-9.0,1838195.151677234
2017,1,Neuquen-Plottier,1,42,2,4903.0,34323.0,-9.0,1307156.3174996711
2017,1,Neuquen-Plottier,1,56,6,4000.0,72313.0,-9.0,1523883.8977075825
2017,1,Neuquen-Plottier,1,75,4,4805.0,5002.0,-9.0,2210856.630396109
2017,1,Neuquen-Plottier,2,33,6,8600.0,40312.0,-9.0,1444347.882160786
2017,1,Neuquen-Plottier,1,41,6,8600.0,40312.0,-9.0,1941453.4921543058
2017,1,Neuquen-Plottier,1,40,2,4000.0,72313.0,-9.0,1003885.866056056
2017,1,Neuquen-Plottier,1,54,2,4000.0,72113.0,-9.0,763831.8976710577
2017,1,Neuquen-Plottier,1,63,4,9503.0,5002.0,-9.0,1301708.6323957494
2017,1,Neuquen-Plottier,2,56,4,4803.0,5002.0,-9.0,1479059.218119836
2017,1,Neuquen-Plottier,2,59,6,1009.0,53113.0,-9.0,557222.1027328996
2017,1,Neuquen-Plottier,2,34,4,4810.0,30113.0,-9.0,324689.0267989064
2017,1,Neuquen-Plottier,1,26,3,4803.0,30314.0,-9.0,846823.0186630661
2017,1,Neuquen-Plottier,1,49,7,4000.0,72113.0,-9.0,634853.8805075011
2017,1,Neuquen-Plottier,1,58,2,4904.0,34123.0,-9.0,816604.4959175042
2017,1,Neuquen-Plottier,1,21,3,4904.0,34123.0,-9.0,649429.8783517514
2017,1,Neuquen-Plottier,2,24,4,9700.0,55314.0,-9.0,344210.5394979816
2017,1,Neuquen-Plottier,1,41,1,4000.0,72113.0,-9.0,611535.8306937139
2017,1,Neuquen-Plottier,2,50,3,8509.0,56314.0,-9.0,733601.8148647854
2017,1,Neuquen-Plottier,1,61,4,900.0,34323.0,-9.0,2963986.0308128637
2017,1,Neuquen-Plottier,2,37,5,8501.0,41312.0,-9.0,909506.2837727711
2017,1,Neuquen-Plottier,1,24,5,8401.0,92332.0,-9.0,1619997.402611819
2017,1,Neuquen-Plottier,2,31,6,8600.0,40312.0,-9.0,1426172.1455862336
2017,1,Neuquen-Plottier,1,51,3,4903.0,34123.0,-9.0,829244.8341138718
2017,1,Neuquen-Plottier,1,23,5,5601.0,53203.0,-9.0,1316998.2201518982
2017,1,Neuquen-Plottier,2,59,4,8501.0,41313.0,-9.0,1077211.5865222716
2017,1,Neuquen-Plottier,1,55,4,8501.0,10333.0,-9.0,1764678.9887121478
2017,1,Neuquen-Plottier,1,25,4,900.0,90332.0,-9.0,2699609.0831659655
2017,1,Neuquen-Plottier,1,37,4,600.0,34323.0,-9.0,2652545.863089071
2017,1,Neuquen-Plottier,2,55,1,8501.0,41312.0,-9.0,790167.8273169504
2017,1,Neuquen-Plottier,2,29,4,8700.0,57314.0,-9.0,863393.4519050568
2017,1,Neuquen-Plottier,1,27,3,8000.0,20333.0,-9.0,1267295.7593063456
2017,1,Neuquen-Plottier,1,52,4,8401.0,10333.0,-9.0,1962285.6587514426
2017,1,Neuquen-Plottier,2,45,4,8401.0,10333.0,-9.0,1469119.0046939899
2017,1,Neuquen-Plottier,1,27,4,4502.0,82113.0,-9.0,782493.2493751324
2017,1,Neuquen-Plottier,1,34,3,4903.0,34323.0,-9.0,1249096.4649456206
2017,1,Neuquen-Plottier,1,52,4,4000.0,72113.0,-9.0,874246.1815884907
2017,1,Neuquen-Plottier,1,61,3,4804.0,30113.0,-9.0,686000.1658012086
2017,1,Neuquen-Plottier,1,19,3,4804.0,30113.0,-9.0,525807.9925348297
2017,1,Neuquen-Plottier,1,20,2,4804.0,30113.0,-9.0,526391.9317235859
2017,1,Neuquen-Plottier,2,38,4,900.0,10333.0,-9.0,2043504.6218335533
2017,1,Neuquen-Plottier,1,24,2,4502.0,82314.0,-9.0,605821.0779677498
2017,1,Neuquen-Plottier,1,20,3,4000.0,72314.0,-9.0,641492.5197286154
2017,1,Neuquen-Plottier,1,33,2,4000.0,72314.0,-9.0,692903.5570076876
2017,1,Neuquen-Plottier,1,44,4,9409.0,10333.0,-9.0,1312913.6261313446
2017,1,Neuquen-Plottier,2,39,6,48.0,30133.0,-9.0,896516.4941353655
2017,1,Neuquen-Plottier,1,43,4,48.0,30133.0,-9.0,992843.7180585712
2017,1,Neuquen-Plottier,1,47,6,8501.0,10333.0,-9.0,1985176.5459148514
2017,1,Neuquen-Plottier,2,49,6,8501.0,41312.0,-9.0,1200370.2811945062
2017,1,Neuquen-Plottier,1,30,2,4000.0,72313.0,-9.0,942291.0043859403
2017,1,Neuquen-Plottier,1,20,3,2500.0,80324.0,-9.0,1250960.8431559016
2017,1,Neuquen-Plottier,1,34,4,1009.0,53313.0,-9.0,1055583.9669334744
2017,1,Neuquen-Plottier,2,35,6,8600.0,20333.0,-9.0,1544787.9690609982
2017,1,Neuquen-Plottier,2,26,4,6900.0,10333.0,-9.0,948523.2342861393
2017,1,Neuquen-Plottier,1,32,4,8401.0,49323.0,-9.0,1861576.7211624542
2017,1,Neuquen-Plottier,1,41,2,4000.0,72313.0,-9.0,1010262.5849525856
2017,1,Neuquen-Plottier,1,35,4,900.0,70314.0,-9.0,2825073.813622531
2017,1,Neuquen-Plottier,1,47,2,900.0,34323.0,-9.0,2340137.238467038
2017,1,Neuquen-Plottier,1,27,4,4808.0,56314.0,-9.0,1100056.8513100022
2017,1,Neuquen-Plottier,1,30,4,8000.0,47313.0,-9.0,1199569.8599516712
2017,1,Neuquen-Plottier,1,30,2,4502.0,56314.0,-9.0,883994.8988602405
2017,1,Neuquen-Plottier,1,34,3,4000.0,72323.0,-9.0,1253473.566293336
2017,1,Neuquen-Plottier,2,26,3,5601.0,53314.0,-9.0,608041.9402154167
2017,1,Neuquen-Plottier,2,58,2,8800.0,53314.0,-9.0,574823.7060944497
2017,1,Neuquen-Plottier,1,51,2,900.0,70323.0,-9.0,2948477.372949151
2017,1,Neuquen-Plottier,2,52,5,9503.0,82123.0,-9.0,277544.2145817253
2017,1,Neuquen-Plottier,1,21,3,4805.0,72314.0,-9.0,709425.1842497337
2017,1,Neuquen-Plottier,1,39,2,4000.0,72313.0,-9.0,997549.396639702
2017,1,Neuquen-Plottier,1,50,4,4502.0,82113.0,-9.0,905167.5519239678
2017,1,Neuquen-Plottier,2,24,4,8101.0,56314.0,-9.0,732571.5924779502
2017,1,Neuquen-Plottier,1,23,3,4903.0,34323.0,-9.0,1165055.877610054
2017,1,Neuquen-Plottier,1,45,3,4000.0,72113.0,-9.0,725297.7232590213
2017,1,Neuquen-Plottier,2,32,3,8700.0,57314.0,-9.0,763116.0982188713
2017,1,Neuquen-Plottier,1,23,3,9601.0,56314.0,-9.0,701131.5122986078
2017,1,Neuquen-Plottier,1,31,2,4807.0,30333.0,-9.0,1102173.7159454518
2017,1,Neuquen-Plottier,1,30,2,4807.0,90313.0,-9.0,1279379.2391245293
2017,1,Neuquen-Plottier,2,25,4,1009.0,30314.0,-9.0,652214.8167170685
2017,1,Neuquen-Plottier,1,28,4,9609.0,40112.0,-9.0,767718.2222852284
2017,1,Neuquen-Plottier,2,52,4,9700.0,55314.0,-9.0,410981.4205220573
2017,1,Neuquen-Plottier,1,21,3,4805.0,30333.0,-9.0,1157470.006989354
2017,1,Neuquen-Plottier,2,30,6,8401.0,46311.0,-9.0,1213177.4205767217
2017,1,Neuquen-Plottier,2,36,6,900.0,71202.0,-9.0,2733109.0218633558
2017,1,Neuquen-Plottier,2,27,6,900.0,10332.0,-9.0,2426719.0525760246
2017,1,Neuquen-Plottier,1,51,2,4502.0,82113.0,-9.0,785856.2185684838
2017,1,Neuquen-Plottier,1,43,2,4805.0,34323.0,-9.0,1370155.0845536904
2017,1,Neuquen-Plottier,2,41,6,8401.0,10333.0,-9.0,1695079.6711590555
2017,1,Neuquen-Plottier,1,42,4,4804.0,30113.0,-9.0,701364.0229537552
2017,1,Neuquen-Plottier,1,37,4,8401.0,47313.0,-9.0,1453995.903494777
2017,1,Neuquen-Plottier,1,55,5,4805.0,30133.0,-9.0,1338718.4087691624
2017,1,Neuquen-Plottier,1,53,2,8401.0,10333.0,-9.0,1703634.1882338084
2017,1,Neuquen-Plottier,2,29,6,8600.0,40312.0,-9.0,1408225.1332713333
2017,1,Neuquen-Plottier,1,29,3,4000.0,72113.0,-9.0,655416.6091758517
2017,1,Neuquen-Plottier,1,27,3,4000.0,72313.0,-9.0,929401.0215754984
2017,1,Neuquen-Plottier,2,56,4,4803.0,30113.0,-9.0,637004.4415814907
2017,1,Neuquen-Plottier,2,29,4,4803.0,30113.0,-9.0,536901.1881655084
2017,1,Neuquen-Plottier,1,53,3,4000.0,72113.0,-9.0,762984.5606360623
2017,1,Neuquen-Plottier,1,24,3,4000.0,72114.0,-9.0,503999.6296070572
2017,1,Neuquen-Plottier,1,30,3,4000.0,72113.0,-9.0,659579.8388996157
2017,1,Neuquen-Plottier,1,32,4,4808.0,20333.0,-9.0,1454265.1222082924
2017,1,Neuquen-Plottier,1,25,3,4804.0,30314.0,-9.0,792295.1820887668
2017,1,Neuquen-Plottier,1,44,3,4000.0,72113.0,-9.0,720719.6860572052
2017,1,Neuquen-Plottier,1,20,3,5500.0,72313.0,-9.0,1009660.0804150082
2017,1,Neuquen-Plottier,2,17,3,9700.0,57314.0,-9.0,314541.4765364123
2017,1,Neuquen-Plottier,2,31,1,9700.0,55314.0,-9.0,269842.938901494
2017,1,Neuquen-Plottier,2,64,6,6900.0,5001.0,-9.0,2409043.4830469796
2017,1,Neuquen-Plottier,1,58,5,4805.0,30133.0,-9.0,1364391.5586645203
2017,1,Neuquen-Plottier,1,61,2,4502.0,82113.0,-9.0,837225.3867447944
2017,1,Neuquen-Plottier,2,56,6,8501.0,41312.0,-9.0,1254771.7743594258
2017,1,Neuquen-Plottier,1,32,6,900.0,82313.0,-9.0,2503227.806522232
2017,1,Neuquen-Plottier,1,43,3,4000.0,72112.0,-9.0,917630.6366601551
2017,1,Neuquen-Plottier,2,43,3,9700.0,55314.0,-9.0,336670.3729280224
2017,1,Neuquen-Plottier,1,26,3,4000.0,72113.0,-9.0,643083.925977673
2017,1,Neuquen-Plottier,1,32,5,4000.0,72113.0,-9.0,745173.8984335684
2017,1,Neuquen-Plottier,2,24,4,1400.0,82123.0,-9.0,230625.52786188698
2017,1,Neuquen-Plottier,2,48,4,8600.0,40312.0,-9.0,1342109.3267056735
2017,1,Neuquen-Plottier,1,42,4,4904.0,34323.0,-9.0,1434863.9129351943
2017,1,Neuquen-Plottier,2,57,4,8101.0,56314.0,-9.0,902812.8790874048
2017,1,Neuquen-Plottier,1,28,3,8000.0,47313.0,-9.0,1027206.5088742713
2017,1,Neuquen-Plottier,1,52,4,4000.0,72313.0,-9.0,1255507.483682895
2017,1,Neuquen-Plottier,2,41,2,4803.0,30113.0,-9.0,499755.6423765519
2017,1,Neuquen-Plottier,1,23,3,4000.0,72314.0,-9.0,653794.6838789418
2017,1,Neuquen-Plottier,2,18,3,4803.0,5002.0,-9.0,1008370.9351338968
2017,1,Neuquen-Plottier,1,60,1,1002.0,80323.0,-9.0,1239002.115943784
2017,1,Neuquen-Plottier,1,42,2,4502.0,82313.0,-9.0,1016116.2660555555
2017,1,Neuquen-Plottier,2,41,4,8600.0,40312.0,-9.0,1283921.2538980665
2017,1,Neuquen-Plottier,1,20,3,4502.0,82113.0,-9.0,649177.0672719729
2017,1,Neuquen-Plottier,1,39,3,4000.0,72113.0,-9.0,698259.3140202971
2017,1,Neuquen-Plottier,2,27,6,4803.0,30314.0,-9.0,910096.8632792871
2017,1,Neuquen-Plottier,1,44,3,5601.0,53314.0,-9.0,870739.0329961902
2017,1,Neuquen-Plottier,1,38,4,900.0,72313.0,-9.0,2102602.8656006693
2017,1,Neuquen-Plottier,2,45,4,4808.0,20313.0,-9.0,983820.2789665395
2017,1,Neuquen-Plottier,1,24,4,900.0,56314.0,-9.0,1887441.896487186
2017,1,Neuquen-Plottier,2,35,6,8401.0,48313.0,-9.0,1603176.7968071972
2017,1,Neuquen-Plottier,1,21,1,600.0,70313.0,-9.0,1776558.0115854864
2017,1,Neuquen-Plottier,1,63,3,4807.0,34323.0,-9.0,1404575.544966319
2017,1,Neuquen-Plottier,1,58,2,4808.0,30113.0,-9.0,702419.4017946243
2017,1,Neuquen-Plottier,2,29,5,9402.0,47333.0,-9.0,1212561.764478915
2017,1,Neuquen-Plottier,2,44,4,8501.0,41313.0,-9.0,979607.4383173271
2017,1,Neuquen-Plottier,1,47,6,8600.0,40312.0,-9.0,2016631.6000360074
2017,1,Neuquen-Plottier,2,32,6,8401.0,10333.0,-9.0,1601182.1883017546
2017,1,Neuquen-Plottier,1,18,3,3501.0,5002.0,-9.0,1441822.6692941182
2017,1,Neuquen-Plottier,1,37,4,4904.0,34123.0,-9.0,828703.2850862084
2017,1,Neuquen-Plottier,1,41,4,4803.0,30113.0,-9.0,740200.3146217683
2017,1,Neuquen-Plottier,2,50,3,9700.0,55314.0,-9.0,351928.4739311969
2017,1,Neuquen-Plottier,1,19,3,4000.0,72313.0,-9.0,883494.2143276925
2017,1,Neuquen-Plottier,1,57,2,101.0,60323.0,-9.0,857465.0474465027
2017,1,Neuquen-Plottier,1,64,4,4000.0,72113.0,-9.0,943263.2135670111
2017,1,Neuquen-Plottier,1,52,4,900.0,90313.0,-9.0,3159341.2993194545
2017,1,Neuquen-Plottier,1,28,4,900.0,70313.0,-9.0,2376875.6170549043
2017,1,Neuquen-Plottier,2,61,1,8401.0,10333.0,-9.0,1219251.3248722316
2017,1,Neuquen-Plottier,1,43,6,4807.0,5002.0,-9.0,1919572.820478434
2017,1,Neuquen-Plottier,2,40,4,8401.0,10333.0,-9.0,1423335.6577835793
2017,1,Neuquen-Plottier,1,45,2,4000.0,72113.0,-9.0,721520.0855847362
2017,1,Neuquen-Plottier,1,48,3,3501.0,72113.0,-9.0,876387.8547686313
2017,1,Neuquen-Plottier,1,26,2,4000.0,72113.0,-9.0,639734.4903065055
2017,1,Neuquen-Plottier,1,24,2,900.0,36314.0,-9.0,1306538.3367782051
2017,1,Neuquen-Plottier,2,40,4,8600.0,10333.0,-9.0,1331881.6205186376
2017,1,Neuquen-Plottier,1,22,3,3501.0,72314.0,-9.0,770232.2579079159
2017,1,Neuquen-Plottier,2,18,4,4804.0,30314.0,-9.0,683989.8950964542
2017,1,Neuquen-Plottier,2,63,3,8501.0,56314.0,-9.0,995136.6298923902
2017,1,Neuquen-Plottier,1,37,5,4000.0,72313.0,-9.0,1104568.9814091849
2017,1,Neuquen-Plottier,1,33,4,4000.0,72113.0,-9.0,775148.8095132711
2017,1,Neuquen-Plottier,1,45,2,4807.0,30112.0,-9.0,1117164.7989001242
2017,1,Neuquen-Plottier,2,45,6,8501.0,41312.0,-9.0,1170349.3459492645
2017,1,Neuquen-Plottier,1,57,3,4000.0,72313.0,-9.0,1123831.0562687658
2017,1,Neuquen-Plottier,1,22,3,4502.0,82313.0,-9.0,899938.2338041626
2017,1,Neuquen-Plottier,1,32,3,4903.0,34323.0,-9.0,1233377.7806982414
2017,1,Neuquen-Plottier,1,25,4,4000.0,72313.0,-9.0,1058208.4138479275
2017,1,Neuquen-Plottier,2,56,5,8401.0,10332.0,-9.0,1639415.0719080104
2017,1,Neuquen-Plottier,2,42,4,9602.0,57113.0,-9.0,483706.87919431436
2017,1,Neuquen-Plottier,2,38,6,6400.0,20202.0,-9.0,3017760.0272833845
2017,1,Neuquen-Plottier,2,37,6,8401.0,10333.0,-9.0,1652686.188214149
2017,1,Neuquen-Plottier,1,41,2,4000.0,72113.0,-9.0,703475.0638886595
2017,1,Neuquen-Plottier,2,60,4,9700.0,55314.0,-9.0,432336.22347194783
2017,1,Neuquen-Plottier,1,60,1,4000.0,72113.0,-9.0,689716.4239008895
2017,1,Neuquen-Plottier,2,38,4,8401.0,10333.0,-9.0,1405424.3399545676
2017,1,Neuquen-Plottier,2,58,6,8600.0,40312.0,-9.0,1692076.7009332522
2017,1,Neuquen-Plottier,1,23,3,5601.0,53314.0,-9.0,762323.8275956854
2017,1,Neuquen-Plottier,1,51,6,8509.0,41312.0,-9.0,1243362.0507319034
2017,1,Neuquen-Plottier,2,26,4,5601.0,53314.0,-9.0,701134.6975014613
2017,1,Neuquen-Plottier,1,18,4,8101.0,56314.0,-9.0,901168.9999581705
2017,1,Neuquen-Plottier,1,45,4,8501.0,56314.0,-9.0,1308300.9375397484
2017,1,Neuquen-Plottier,1,38,4,4903.0,5002.0,-9.0,1679271.5074439032
2017,1,Neuquen-Plottier,1,48,1,8401.0,72323.0,-9.0,1490693.3323992984
2017,1,Neuquen-Plottier,2,39,2,9602.0,57113.0,-9.0,409446.0285824872
2017,1,Neuquen-Plottier,2,38,6,8501.0,41312.0,-9.0,1119608.0452240943
2017,1,Neuquen-Plottier,1,51,6,8501.0,41312.0,-9.0,1553355.431388747
2017,1,Neuquen-Plottier,2,47,6,8401.0,10333.0,-9.0,1760717.5465454313
2017,1,Neuquen-Plottier,2,58,3,1400.0,80123.0,-9.0,318407.53142940614
2017,1,Neuquen-Plottier,1,58,4,4000.0,72323.0,-9.0,1682602.0380126466
2017,1,Neuquen-Plottier,2,43,4,8501.0,56314.0,-9.0,1011002.0749582071
2017,1,Neuquen-Plottier,2,18,3,9700.0,57314.0,-9.0,316539.4552359751
2017,1,Neuquen-Plottier,1,40,4,4808.0,20333.0,-9.0,1529829.4751715153
2017,1,Neuquen-Plottier,1,34,2,4000.0,72113.0,-9.0,672975.4187246076
2017,1,Neuquen-Plottier,2,33,2,9700.0,55314.0,-9.0,314367.55451053655
2017,1,Neuquen-Plottier,1,36,4,9999.0,92312.0,-9.0,1653093.044057561
2017,1,Neuquen-Plottier,2,34,4,4807.0,30333.0,-9.0,1019013.4213009679
2017,1,Neuquen-Plottier,1,32,6,6100.0,92332.0,-9.0,1983247.2107688785
2017,1,Neuquen-Plottier,1,25,3,4000.0,72113.0,-9.0,639024.8175004163
2017,1,Neuquen-Plottier,2,37,4,8501.0,56314.0,-9.0,973312.8792427005
2017,1,Neuquen-Plottier,1,44,6,8501.0,41312.0,-9.0,1486008.6384418546
2017,1,Neuquen-Plottier,1,46,2,4502.0,82113.0,-9.0,761365.9439471161
2017,1,Neuquen-Plottier,1,24,2,4502.0,82113.0,-9.0,662361.3744813983
2017,1,Neuquen-Plottier,1,26,2,4502.0,82113.0,-9.0,670802.785917592
2017,1,Neuquen-Plottier,1,28,2,4502.0,82113.0,-9.0,679351.7782450942
2017,1,Neuquen-Plottier,1,23,4,1009.0,80323.0,-9.0,1102796.8819691166
2017,1,Neuquen-Plottier,2,34,4,4808.0,30314.0,-9.0,794032.9275708626
2017,1,Neuquen-Plottier,1,31,4,4502.0,82313.0,-9.0,1098575.709214602
2017,1,Neuquen-Plottier,1,39,6,7200.0,40312.0,-9.0,2077485.4156950365
2017,1,Neuquen-Plottier,1,37,4,600.0,80323.0,-9.0,2524563.7044192934
2017,1,Neuquen-Plottier,2,56,3,9700.0,55314.0,-9.0,365556.0559911116
2017,1,Neuquen-Plottier,1,28,3,4000.0,72314.0,-9.0,674824.7962466914
2017,1,Neuquen-Plottier,2,41,4,8401.0,10333.0,-9.0,1432376.736746819
2017,1,Neuquen-Plottier,1,32,3,8501.0,56314.0,-9.0,1044938.29589137
2017,1,Neuquen-Plottier,1,36,3,4000.0,72113.0,-9.0,685120.4786758309
2017,1,Neuquen-Plottier,1,52,6,6000.0,45312.0,-9.0,1434266.0221523468
2017,1,Neuquen-Plottier,2,41,4,2500.0,20331.0,-9.0,1627403.5682587079
2017,1,Neuquen-Plottier,1,47,2,4000.0,72113.0,-9.0,730715.4404718885
2017,1,Neuquen-Plottier,2,44,4,9700.0,55314.0,-9.0,390681.4160930187
2017,1,Neuquen-Plottier,1,45,6,8501.0,41312.0,-9.0,1495447.818417947
2017,1,Neuquen-Plottier,1,41,4,600.0,34323.0,-9.0,2720587.006416444
2017,1,Neuquen-Plottier,1,44,3,2500.0,80113.0,-9.0,655459.7148293582
2017,1,Neuquen-Plottier,1,58,4,6100.0,82332.0,-9.0,1497360.682763815
2017,1,Mar del Plata,1,21,7,5601.0,53313.0,-9.0,621330.8310664115
2017,1,Mar del Plata,1,20,3,5601.0,53314.0,-9.0,600861.9674484996
2017,1,Mar del Plata,1,60,4,4803.0,30113.0,-9.0,670629.9339022195
2017,1,Mar del Plata,1,37,3,4503.0,82313.0,-9.0,928161.9480486491
2017,1,Mar del Plata,2,37,6,6100.0,10333.0,-9.0,1263072.059295933
2017,1,Mar del Plata,1,70,6,8600.0,5001.0,-9.0,3300681.4455483016
2017,1,Mar del Plata,2,60,6,8600.0,5001.0,-9.0,2424647.285200152
2017,1,Mar del Plata,1,58,1,4000.0,72113.0,-9.0,547086.1473057794
2017,1,Mar del Plata,2,51,6,8501.0,41332.0,-9.0,959754.6577889855
2017,1,Mar del Plata,1,35,5,1800.0,80314.0,-9.0,646620.9968277694
2017,1,Mar del Plata,1,17,4,9302.0,58314.0,-9.0,482700.86849929084
2017,1,Mar del Plata,1,45,1,4000.0,72113.0,-9.0,503856.2327679503
2017,1,Mar del Plata,1,26,4,1100.0,36333.0,-9.0,1229236.026768653
2017,1,Mar del Plata,2,26,4,4803.0,20313.0,-9.0,709443.5990465768
2017,1,Mar del Plata,2,50,2,5500.0,56314.0,-9.0,748944.774254293
2017,1,Mar del Plata,1,66,2,4807.0,30333.0,-9.0,1105051.6833637736
2017,1,Mar del Plata,2,43,6,8501.0,10313.0,-9.0,1112428.705134152
2017,1,Mar del Plata,1,45,6,8501.0,41312.0,-9.0,1201313.265749121
2017,1,Mar del Plata,1,49,2,4000.0,72113.0,-9.0,594474.3937190715
2017,1,Mar del Plata,2,72,2,9700.0,57314.0,-9.0,356074.7369301724
2017,1,Mar del Plata,1,56,2,4805.0,30139.0,-9.0,1086401.3741687848
2017,1,Mar del Plata,1,29,3,4000.0,80113.0,-9.0,431516.84573382774
2017,1,Mar del Plata,1,58,2,4000.0,72113.0,-9.0,629335.9164122152
2017,1,Mar del Plata,2,51,2,3100.0,30333.0,-9.0,893191.7313627606
2017,1,Mar del Plata,2,22,3,5500.0,53314.0,-9.0,552848.0488856497
2017,1,Mar del Plata,2,34,3,5601.0,32314.0,-9.0,671532.5209590722
2017,1,Mar del Plata,1,37,3,3001.0,60323.0,-9.0,1299214.3697449765
2017,1,Mar del Plata,2,35,4,8101.0,56314.0,-9.0,630934.5457267697
2017,1,Mar del Plata,1,50,4,4805.0,5002.0,-9.0,1515993.5488317
2017,1,Mar del Plata,1,72,4,4502.0,82113.0,-9.0,835819.3758032536
2017,1,Mar del Plata,1,44,5,6600.0,6001.0,-9.0,2724001.9865196366
2017,1,Mar del Plata,2,41,6,6900.0,11131.0,-9.0,1330003.8592016657
2017,1,Mar del Plata,1,40,3,4804.0,30203.0,-9.0,1409150.366224308
2017,1,Mar del Plata,2,21,5,5601.0,53314.0,-9.0,527909.2858450325
2017,1,Mar del Plata,1,58,3,1001.0,80313.0,-9.0,851239.3734171925
2017,1,Mar del Plata,2,46,6,6900.0,11131.0,-9.0,1372785.0736994736
2017,1,Mar del Plata,1,76,2,2500.0,82113.0,-9.0,858047.4310662373
2017,1,Mar del Plata,1,32,4,8401.0,62313.0,-9.0,1167724.3059913935
2017,1,Mar del Plata,1,28,3,4805.0,30133.0,-9.0,812523.1551736193
2017,1,Mar del Plata,2,21,2,4805.0,30133.0,-9.0,605149.3965369334
2017,1,Mar del Plata,2,26,5,9000.0,30313.0,-9.0,556633.8090889045
2017,1,Mar del Plata,1,60,4,4807.0,30333.0,-9.0,1233158.2881426662
2017,1,Mar del Plata,2,61,6,8501.0,41331.0,-9.0,929992.821527355
2017,1,Mar del Plata,2,30,5,4804.0,30113.0,-9.0,395363.045101275
2017,1,Mar del Plata,2,40,4,5500.0,56314.0,-9.0,814866.2163516579
2017,1,Mar del Plata,2,19,3,4804.0,30333.0,-9.0,652248.1084274622
2017,1,Mar del Plata,1,68,6,8600.0,40111.0,-9.0,1462735.9424261444
2017,1,Mar del Plata,1,50,4,4000.0,72313.0,-9.0,995874.1424147242
2017,1,Mar del Plata,2,39,3,9602.0,57313.0,-9.0,458676.9139332017
2017,1,Mar del Plata,1,53,4,4000.0,72313.0,-9.0,1014972.427735706
2017,1,Mar del Plata,2,49,6,8501.0,41312.0,-9.0,964273.5272003639
2017,1,Mar del Plata,1,51,6,4807.0,30131.0,-9.0,1219566.851513817
2017,1,Mar del Plata,2,45,6,4807.0,30131.0,-9.0,918861.9926699795
2017,1,Mar del Plata,1,47,4,8600.0,10333.0,-9.0,1429077.850915432
2017,1,Mar del Plata,2,61,3,9700.0,55314.0,-9.0,303101.88670710486
2017,1,Mar del Plata,1,65,1,4807.0,30113.0,-9.0,483781.74764865334
2017,1,Mar del Plata,2,33,6,6900.0,20131.0,-9.0,968238.631262941
2017,1,Mar del Plata,1,61,6,4803.0,6001.0,-9.0,3105848.65394002
2017,1,Mar del Plata,1,62,5,4807.0,30112.0,-9.0,1120751.5416455718
2017,1,Mar del Plata,2,42,4,8600.0,10333.0,-9.0,1083553.836431972
2017,1,Mar del Plata,2,55,4,1300.0,80113.0,-9.0,364797.9434432668
2017,1,Mar del Plata,2,59,3,8509.0,41312.0,-9.0,602595.0030685511
2017,1,Mar del Plata,2,49,6,1009.0,80123.0,-9.0,447751.28646532097
2017,1,Mar del Plata,2,17,3,1009.0,30314.0,-9.0,431924.9688931756
2017,1,Mar del Plata,2,15,3,1009.0,30314.0,-9.0,426489.6062969917
2017,1,Mar del Plata,1,55,4,300.0,36203.0,-9.0,2930648.0398755767
2017,1,Mar del Plata,1,62,2,5500.0,53314.0,-9.0,905296.4506575315
2017,1,Mar del Plata,1,45,6,4000.0,72113.0,-9.0,795064.0263800354
2017,1,Mar del Plata,2,46,4,7400.0,72112.0,-9.0,605546.6438243955
2017,1,Mar del Plata,2,39,5,4803.0,30113.0,-9.0,444530.0745532672
2017,1,Mar del Plata,1,66,5,8102.0,58113.0,-9.0,435066.40999086155
2017,1,Mar del Plata,1,65,2,9503.0,80113.0,-9.0,376395.7925415705
2017,1,Mar del Plata,1,30,3,8000.0,47313.0,-9.0,835685.046141857
2017,1,Mar del Plata,2,33,4,4803.0,20333.0,-9.0,931512.1746902232
2017,1,Mar del Plata,1,50,6,8501.0,41332.0,-9.0,1218613.6705211313
2017,1,Mar del Plata,1,50,2,8401.0,10333.0,-9.0,1342800.7273276623
2017,1,Mar del Plata,2,43,6,8600.0,5001.0,-9.0,2177207.2389925458
2017,1,Mar del Plata,1,28,2,4806.0,82313.0,-9.0,1060082.5902510989
2017,1,Mar del Plata,2,28,4,9602.0,57314.0,-9.0,415028.95604766114
2017,1,Mar del Plata,1,47,4,9200.0,52203.0,-9.0,869536.9064711382
2017,1,Mar del Plata,1,60,2,4803.0,30314.0,-9.0,839280.9718983682
2017,1,Mar del Plata,1,22,3,4803.0,30314.0,-9.0,663251.0499824279
2017,1,Mar del Plata,1,38,4,4808.0,5002.0,-9.0,1338017.6227545133
2017,1,Mar del Plata,2,36,4,4808.0,5002.0,-9.0,1033965.9279609451
2017,1,Mar del Plata,1,51,3,4904.0,34323.0,-9.0,1058222.9207007545
2017,1,Mar del Plata,2,52,4,48.0,10333.0,-9.0,833875.1903468197
2017,1,Mar del Plata,1,43,3,4502.0,82113.0,-9.0,603248.9248749616
2017,1,Mar del Plata,1,40,3,4000.0,80313.0,-9.0,780455.9887262742
2017,1,Mar del Plata,2,35,4,1001.0,80314.0,-9.0,619306.3835019441
