variable,categoria,anio,aglomerado,tasa_actividad,tasa_empleo,tasa_desocupacion,casos
NIVEL_ED_DESC,Superior/univ. completa,2022,Mar del Plata,74.12702667818387,71.96482292318231,2.9168899008840077,595
NIVEL_ED_DESC,Superior/univ. incompleta,2022,Mar del Plata,60.821426988839576,55.519753875760436,8.716785145557301,489
NIVEL_ED_DESC,Primaria completa,2022,Neuquen-Plottier,49.63744634129604,47.40188939635387,4.503771063424525,515
NIVEL_ED_DESC,Primaria incompleta,2022,Neuquen-Plottier,8.938951802589642,7.836660465504683,12.331326551795724,716
NIVEL_ED_DESC,Secundaria completa,2022,Neuquen-Plottier,73.10079186943692,67.93354953141298,7.0686543960467505,891
NIVEL_ED_DESC,Secundaria incompleta,2022,Neuquen-Plottier,42.66813361406864,38.50631478675951,9.753927521068977,994
NIVEL_ED_DESC,Sin instruccion,2022,Neuquen-Plottier,0.78616662392235,0.78616662392235,0.0,314
NIVEL_ED_DESC,Superior/univ. completa,2022,Neuquen-Plottier,82.90304308362167,81.36955824444307,1.849732871243116,521
NIVEL_ED_DESC,Superior/univ. incompleta,2022,Neuquen-Plottier,53.78130498259275,49.634260472429155,7.710940654016955,486
NIVEL_ED_DESC,Primaria completa,2023,Mar del Plata,50.65884634336306,47.10759302528889,7.010134605126918,504
NIVEL_ED_DESC,Primaria incompleta,2023,Mar del Plata,8.960408042837486,8.275954743702476,7.638639846118736,477
NIVEL_ED_DESC,Secundaria completa,2023,Mar del Plata,71.55172262376281,66.92228652726426,6.470055404314025,883
NIVEL_ED_DESC,Secundaria incompleta,2023,Mar del Plata,41.32693668199504,35.707222561661894,13.598186973247156,782
NIVEL_ED_DESC,Sin instruccion,2023,Mar del Plata,1.9970124330495336,1.6988237165105673,14.93174061433447,247
NIVEL_ED_DESC,Superior/univ. completa,2023,Mar del Plata,78.37889101483499,76.47099269038084,2.4341991826511507,600
NIVEL_ED_DESC,Superior/univ. incompleta,2023,Mar del Plata,59.13485681594254,52.230556526713926,11.67551704863052,493
NIVEL_ED_DESC,Primaria completa,2023,Neuquen-Plottier,49.354254976326814,46.93735901440222,4.897036664992466,525
NIVEL_ED_DESC,Primaria incompleta,2023,Neuquen-Plottier,9.596828744230464,8.786606716536687,8.44260171028764,709
NIVEL_ED_DESC,Secundaria completa,2023,Neuquen-Plottier,76.99897691421917,72.24184206808872,6.178179291174427,932
NIVEL_ED_DESC,Secundaria incompleta,2023,Neuquen-Plottier,43.55519665462636,40.2996227072597,7.4745936132074755,1169
NIVEL_ED_DESC,Sin instruccion,2023,Neuquen-Plottier,1.7224156491547942,1.7224156491547942,0.0,337
NIVEL_ED_DESC,Superior/univ. completa,2023,Neuquen-Plottier,82.8657918007085,82.14698399092946,0.8674361206947345,685
NIVEL_ED_DESC,Superior/univ. incompleta,2023,Neuquen-Plottier,57.50966399048468,53.536277133511746,6.9090768077350635,545
NIVEL_ED_DESC,Primaria completa,2024,Mar del Plata,44.228424577627486,40.57898144222838,8.251352315282649,451
NIVEL_ED_DESC,Primaria incompleta,2024,Mar del Plata,10.496539797106905,10.150110339146256,3.3004158004158004,496
NIVEL_ED_DESC,Secundaria completa,2024,Mar del Plata,70.70356837440721,63.96451493085249,9.531419132721004,844
NIVEL_ED_DESC,Secundaria incompleta,2024,Mar del Plata,36.50137796625899,32.375347517844965,11.303766263914836,726
NIVEL_ED_DESC,Sin instruccion,2024,Mar del Plata,1.6845785118920404,1.6845785118920404,0.0,186
NIVEL_ED_DESC,Superior/univ. completa,2024,Mar del Plata,79.21495663787574,77.51012661564552,2.1521567322490744,592
NIVEL_ED_DESC,Superior/univ. incompleta,2024,Mar del Plata,63.539757926710564,57.91187840096903,8.857256793821854,452
NIVEL_ED_DESC,Primaria completa,2024,Neuquen-Plottier,54.223377855321885,51.27256096011654,5.441964355445869,514
NIVEL_ED_DESC,Primaria incompleta,2024,Neuquen-Plottier,8.638770132624192,7.919115256392215,8.330524660150544,689
NIVEL_ED_DESC,Secundaria completa,2024,Neuquen-Plottier,75.31243434046308,72.01958230028995,4.372255483453389,931
NIVEL_ED_DESC,Secundaria incompleta,2024,Neuquen-Plottier,44.26913578594422,40.087605993882974,9.445700074833892,1093
NIVEL_ED_DESC,Sin instruccion,2024,Neuquen-Plottier,1.1537404031217615,1.1537404031217615,0.0,302
NIVEL_ED_DESC,Superior/univ. completa,2024,Neuquen-Plottier,80.62498693807602,78.71167631507451,2.3730988315955233,652
NIVEL_ED_DESC,Superior/univ. incompleta,2024,Neuquen-Plottier,57.53122910728737,53.05886906646962,7.773795398108846,550
NIVEL_ED_DESC,Primaria completa,2025,Mar del Plata,45.57280819240357,43.19499894262626,5.217605287210856,440
NIVEL_ED_DESC,Primaria incompleta,2025,Mar del Plata,12.72297906747972,11.711527627365527,7.949800394622127,399
NIVEL_ED_DESC,Secundaria completa,2025,Mar del Plata,73.34953506567241,68.23889246619447,6.967518737374691,782
NIVEL_ED_DESC,Secundaria incompleta,2025,Mar del Plata,34.985615471703966,30.75788241132772,12.084203760244256,648
NIVEL_ED_DESC,Sin instruccion,2025,Mar del Plata,3.5840413294856015,3.047242346578411,14.977477477477477,165
NIVEL_ED_DESC,Superior/univ. completa,2025,Mar del Plata,72.60276857415623,71.43164673068644,1.6130539736561373,544
NIVEL_ED_DESC,Superior/univ. incompleta,2025,Mar del Plata,68.20174809322398,60.08912635511658,11.8950349000122,446
NIVEL_ED_DESC,Primaria completa,2025,Neuquen-Plottier,47.28483040548006,44.692115051743826,5.48318632318866,443
NIVEL_ED_DESC,Primaria incompleta,2025,Neuquen-Plottier,5.1915413874298135,4.4434884984604235,14.409071085913649,606
NIVEL_ED_DESC,Secundaria completa,2025,Neuquen-Plottier,74.06499287674012,70.9307585320589,4.231735159817351,831
NIVEL_ED_DESC,Secundaria incompleta,2025,Neuquen-Plottier,39.698063175735705,37.49128634108337,5.558903024773185,971
NIVEL_ED_DESC,Sin instruccion,2025,Neuquen-Plottier,2.002271380604385,2.002271380604385,0.0,208
NIVEL_ED_DESC,Superior/univ. completa,2025,Neuquen-Plottier,78.44163613250579,77.20980084249358,1.5703844931680966,622
NIVEL_ED_DESC,Superior/univ. incompleta,2025,Neuquen-Plottier,54.76103943303653,52.57314192258767,3.9953542392566788,564
