modelo,n_train,n_test,mae_pesos_2025t4,rmse_pesos_2025t4,r2_log,r2_original
Ridge sobre log(P21 real),18395,6132,438926.75541530666,765418.0381883837,0.46027925895955024,0.358063037532506
